"","index.lci","X25.","index","X75.","index.uci","node","year","colony","species","colonyname","nknots"
"etapredr[1,1]",11151.1704756141,12445.7745878511,13091.5193317008,13747.7429605981,15029.458220174,"etapredr[1,1]",1984,1,"ANMU","George Island",6
"etapredr[1,2]",11499.0932032726,12741.8272320934,13362.3670029889,13971.5455888466,15183.2080663275,"etapredr[1,2]",1985,1,"ANMU","George Island",6
"etapredr[1,3]",11830.0585098122,13032.2824311329,13648.1933597454,14219.8467840873,15353.374914274,"etapredr[1,3]",1986,1,"ANMU","George Island",6
"etapredr[1,4]",12167.1603749493,13342.8556673966,13940.4434438866,14488.2736781305,15579.9027983402,"etapredr[1,4]",1987,1,"ANMU","George Island",6
"etapredr[1,5]",12527.4279397906,13678.6660155653,14254.1071548349,14782.3034940052,15825.0239375297,"etapredr[1,5]",1988,1,"ANMU","George Island",6
"etapredr[1,6]",12946.2383781502,14051.0128540517,14600.1291237309,15099.4806667141,16066.8945832164,"etapredr[1,6]",1989,1,"ANMU","George Island",6
"etapredr[1,7]",13425.7684276475,14465.316318126,14967.8240768646,15427.7050493996,16304.3954335293,"etapredr[1,7]",1990,1,"ANMU","George Island",6
"etapredr[1,8]",13989.0556084669,14919.7857344083,15360.5976781122,15771.764232006,16536.729589209,"etapredr[1,8]",1991,1,"ANMU","George Island",6
"etapredr[1,9]",14640.7536021573,15412.102011276,15774.0254989811,16115.5428441092,16742.4016252002,"etapredr[1,9]",1992,1,"ANMU","George Island",6
"etapredr[1,10]",15346.7040868358,15926.0196859987,16199.712369557,16459.7601058521,16936.2407380943,"etapredr[1,10]",1993,1,"ANMU","George Island",6
"etapredr[1,11]",16068.5845380877,16441.1242085846,16621.9406690159,16791.4792213356,17115.971242948,"etapredr[1,11]",1994,1,"ANMU","George Island",6
"etapredr[1,12]",16767.063514077,16941.0637754195,17025.4160065173,17106.9746527423,17270.259163895,"etapredr[1,12]",1995,1,"ANMU","George Island",6
"etapredr[1,13]",17400,17400,17400,17400,17400,"etapredr[1,13]",1996,1,"ANMU","George Island",6
"etapredr[1,14]",17504.2932127689,17658.8001094753,17734.2688945686,17805.0675111161,17949.5788953164,"etapredr[1,14]",1997,1,"ANMU","George Island",6
"etapredr[1,15]",17570.9104551512,17875.1658236069,18016.4874094648,18151.4832941876,18417.3947530968,"etapredr[1,15]",1998,1,"ANMU","George Island",6
"etapredr[1,16]",17595.4380031925,18036.4125642335,18250.4135078873,18449.475485691,18821.3204295716,"etapredr[1,16]",1999,1,"ANMU","George Island",6
"etapredr[1,17]",17567.521575492,18141.5339560129,18437.429347681,18704.6219063158,19207.8087516927,"etapredr[1,17]",2000,1,"ANMU","George Island",6
"etapredr[1,18]",17474.8943076758,18204.464427948,18588.7717066591,18943.2619447575,19595.7866891338,"etapredr[1,18]",2001,1,"ANMU","George Island",6
"etapredr[1,19]",17334.4801893577,18251.2634469582,18723.3922448765,19168.3051696852,19977.9124930283,"etapredr[1,19]",2002,1,"ANMU","George Island",6
"etapredr[1,20]",17206.6184596547,18300.4480592931,18863.8394842425,19391.8989517556,20365.4621978497,"etapredr[1,20]",2003,1,"ANMU","George Island",6
"etapredr[1,21]",17153.8198447489,18382.3022777513,19026.3555689557,19623.9171485444,20749.4618248704,"etapredr[1,21]",2004,1,"ANMU","George Island",6
"etapredr[1,22]",17159.3807209785,18513.7500017417,19214.9427920596,19872.0419486352,21107.7767565874,"etapredr[1,22]",2005,1,"ANMU","George Island",6
"etapredr[1,23]",17262.7507447452,18707.2906851637,19441.7697771813,20126.9636840193,21459.7777650621,"etapredr[1,23]",2006,1,"ANMU","George Island",6
"etapredr[1,24]",17476.7604371408,18955.3148343955,19713.4216349938,20406.8153835174,21772.5652230545,"etapredr[1,24]",2007,1,"ANMU","George Island",6
"etapredr[1,25]",17775.7382312075,19245.954813664,20001.8189149009,20704.8382683631,22088.0063785725,"etapredr[1,25]",2008,1,"ANMU","George Island",6
"etapredr[1,26]",18123.4097357642,19565.2754756523,20311.4250583697,21026.4164058907,22407.3155540877,"etapredr[1,26]",2009,1,"ANMU","George Island",6
"etapredr[1,27]",18486.5692708629,19886.0259069572,20620.5717828489,21344.9790214628,22749.3887142672,"etapredr[1,27]",2010,1,"ANMU","George Island",6
"etapredr[1,28]",18812.2523040922,20195.1885106882,20922.1593723109,21651.1525757505,23064.1192948833,"etapredr[1,28]",2011,1,"ANMU","George Island",6
"etapredr[1,29]",19110.4757914787,20459.4986401626,21197.9332941857,21929.6049827062,23358.9082200901,"etapredr[1,29]",2012,1,"ANMU","George Island",6
"etapredr[1,30]",19330.2383581121,20679.8299103288,21417.4564345936,22170.6006178011,23612.6875496746,"etapredr[1,30]",2013,1,"ANMU","George Island",6
"etapredr[1,31]",19464.8620813131,20834.1094824773,21582.4110895005,22347.1008125775,23813.570572234,"etapredr[1,31]",2014,1,"ANMU","George Island",6
"etapredr[1,32]",19498.1024756698,20918.3560422711,21683.3666089145,22476.1495017607,23988.9046181486,"etapredr[1,32]",2015,1,"ANMU","George Island",6
"etapredr[1,33]",19427.7159971164,20921.9050018078,21735.5367979505,22573.09016035,24187.9897073508,"etapredr[1,33]",2016,1,"ANMU","George Island",6
"etapredr[1,34]",19200.5095206333,20853.5714580114,21738.3772166685,22662.6748555254,24431.5781686146,"etapredr[1,34]",2017,1,"ANMU","George Island",6
"etapredr[1,35]",18821.2360196815,20731.5008320093,21737.4660809077,22764.4689531596,24713.0363647617,"etapredr[1,35]",2018,1,"ANMU","George Island",6
"etapredr[1,36]",18359.8781359413,20577.5551981797,21739.5776116053,22876.7801446937,25042.5695915313,"etapredr[1,36]",2019,1,"ANMU","George Island",6
"etapredr[2,1]",18200,18200,18200,18200,18200,"etapredr[2,1]",1984,2,"ANMU","Ramsay Island",6
"etapredr[2,2]",18153.1789763299,18383.1794033242,18487.4436163871,18596.6987128672,18850.4828054481,"etapredr[2,2]",1985,2,"ANMU","Ramsay Island",6
"etapredr[2,3]",18133.0140212688,18582.4951748905,18789.578701612,19009.4522190029,19520.8810573991,"etapredr[2,3]",1986,2,"ANMU","Ramsay Island",6
"etapredr[2,4]",18177.8878985762,18817.0097202248,19120.5606133297,19448.3424138299,20207.7511061049,"etapredr[2,4]",1987,2,"ANMU","Ramsay Island",6
"etapredr[2,5]",18309.294451716,19109.5016437415,19499.2383318882,19921.3929818113,20921.109597767,"etapredr[2,5]",1988,2,"ANMU","Ramsay Island",6
"etapredr[2,6]",18559.393222691,19468.3392664998,19931.7859481678,20445.6055580325,21657.8778744383,"etapredr[2,6]",1989,2,"ANMU","Ramsay Island",6
"etapredr[2,7]",18897.8203783842,19898.0592772732,20432.2590252929,21033.6904963205,22418.778882328,"etapredr[2,7]",1990,2,"ANMU","Ramsay Island",6
"etapredr[2,8]",19297.4156837848,20405.0696613249,21003.3682860592,21688.1059408203,23280.029342365,"etapredr[2,8]",1991,2,"ANMU","Ramsay Island",6
"etapredr[2,9]",19718.8515921545,20951.3737577614,21624.2276081681,22403.2527585608,24196.7126229337,"etapredr[2,9]",1992,2,"ANMU","Ramsay Island",6
"etapredr[2,10]",20118.5204758858,21509.5575368348,22288.7788017169,23160.913543228,25184.3160134398,"etapredr[2,10]",1993,2,"ANMU","Ramsay Island",6
"etapredr[2,11]",20504.2821569011,22064.5732006514,22958.2211600695,23930.5516622292,26237.315709802,"etapredr[2,11]",1994,2,"ANMU","Ramsay Island",6
"etapredr[2,12]",20872.7978694983,22595.4990062343,23586.4946771859,24666.7880983318,27291.7220477993,"etapredr[2,12]",1995,2,"ANMU","Ramsay Island",6
"etapredr[2,13]",21232.2854147416,23075.3946453489,24151.518421761,25328.0942535347,28213.5231292727,"etapredr[2,13]",1996,2,"ANMU","Ramsay Island",6
"etapredr[2,14]",21574.8405967541,23508.8313878959,24632.3140507326,25872.9213420168,28901.8297493863,"etapredr[2,14]",1997,2,"ANMU","Ramsay Island",6
"etapredr[2,15]",21902.655495266,23877.9994666264,25017.8367935559,26284.667627416,29338.2960028123,"etapredr[2,15]",1998,2,"ANMU","Ramsay Island",6
"etapredr[2,16]",22205.8847362898,24201.9165726074,25321.6532877961,26548.8000293759,29519.8040012073,"etapredr[2,16]",1999,2,"ANMU","Ramsay Island",6
"etapredr[2,17]",22500.1921729978,24458.0324287475,25549.3053412751,26725.597265058,29509.2078379391,"etapredr[2,17]",2000,2,"ANMU","Ramsay Island",6
"etapredr[2,18]",22785.6950782553,24676.3735733317,25732.8410665969,26857.6660781826,29410.3635397972,"etapredr[2,18]",2001,2,"ANMU","Ramsay Island",6
"etapredr[2,19]",23044.0506338179,24883.0417450732,25907.2833246489,26992.0355353694,29357.9589698692,"etapredr[2,19]",2002,2,"ANMU","Ramsay Island",6
"etapredr[2,20]",23288.3437054246,25104.1931011478,26109.5585450998,27190.1006405262,29432.2473613175,"etapredr[2,20]",2003,2,"ANMU","Ramsay Island",6
"etapredr[2,21]",23533.3113165775,25385.1503468332,26395.3751662317,27471.8009093576,29669.9323885831,"etapredr[2,21]",2004,2,"ANMU","Ramsay Island",6
"etapredr[2,22]",23886.0957647227,25748.8709559202,26784.9405856652,27856.0271733515,30085.9044637614,"etapredr[2,22]",2005,2,"ANMU","Ramsay Island",6
"etapredr[2,23]",24346.7145917575,26242.7158372258,27297.3394804094,28376.5370271975,30629.317778816,"etapredr[2,23]",2006,2,"ANMU","Ramsay Island",6
"etapredr[2,24]",24951.6293901327,26858.4379423786,27924.7270134527,29014.0427297351,31269.7698209398,"etapredr[2,24]",2007,2,"ANMU","Ramsay Island",6
"etapredr[2,25]",25651.2640632794,27593.3035449772,28668.1245893063,29768.526394803,32116.9816809998,"etapredr[2,25]",2008,2,"ANMU","Ramsay Island",6
"etapredr[2,26]",26400.3204896185,28391.5128673501,29495.8182822133,30628.3541617863,33066.3994793767,"etapredr[2,26]",2009,2,"ANMU","Ramsay Island",6
"etapredr[2,27]",27145.6713837733,29218.9091659169,30359.0122391192,31578.0707623624,34143.886784754,"etapredr[2,27]",2010,2,"ANMU","Ramsay Island",6
"etapredr[2,28]",27823.5059124855,30037.4481284638,31253.2712228927,32545.7035530219,35352.7742857502,"etapredr[2,28]",2011,2,"ANMU","Ramsay Island",6
"etapredr[2,29]",28320.0643385745,30755.9099573899,32100.5915891041,33499.9252931408,36636.7684994157,"etapredr[2,29]",2012,2,"ANMU","Ramsay Island",6
"etapredr[2,30]",28706.3808642935,31365.1076705073,32845.4629157861,34359.274921455,37827.413375817,"etapredr[2,30]",2013,2,"ANMU","Ramsay Island",6
"etapredr[2,31]",28974.5923269946,31826.6643196978,33441.228272677,35101.1822990086,38911.976418669,"etapredr[2,31]",2014,2,"ANMU","Ramsay Island",6
"etapredr[2,32]",29109.4979491886,32160.0022520205,33894.937109809,35724.0428425951,39953.6352494007,"etapredr[2,32]",2015,2,"ANMU","Ramsay Island",6
"etapredr[2,33]",29037.1209605549,32348.0309635854,34234.8059104321,36246.4275068137,40833.0977288825,"etapredr[2,33]",2016,2,"ANMU","Ramsay Island",6
"etapredr[2,34]",28762.3152590245,32418.6520731127,34481.5769934238,36676.6929922996,41664.6397058822,"etapredr[2,34]",2017,2,"ANMU","Ramsay Island",6
"etapredr[2,35]",28326.1430803352,32397.7112686786,34681.8542811636,37080.9383970035,42556.0630983118,"etapredr[2,35]",2018,2,"ANMU","Ramsay Island",6
"etapredr[2,36]",27787.3290854319,32347.7148026466,34856.3353657304,37453.7768342523,43597.5720914961,"etapredr[2,36]",2019,2,"ANMU","Ramsay Island",6
"etapredr[3,1]",26000,26000,26000,26000,26000,"etapredr[3,1]",1984,3,"ANMU","Rankine Island",6
"etapredr[3,2]",25654.9791715766,26040.1179924329,26199.2273520929,26358.1867935015,26727.6233697217,"etapredr[3,2]",1985,3,"ANMU","Rankine Island",6
"etapredr[3,3]",25325.84185213,26078.6151395057,26392.0669563374,26709.2696891887,27452.0147585547,"etapredr[3,3]",1986,3,"ANMU","Rankine Island",6
"etapredr[3,4]",25028.1022694986,26110.6394115808,26570.4789017356,27034.6699945173,28128.81998424,"etapredr[3,4]",1987,3,"ANMU","Rankine Island",6
"etapredr[3,5]",24770.4770273725,26133.2403604674,26723.38092455,27318.045137989,28758.5142272925,"etapredr[3,5]",1988,3,"ANMU","Rankine Island",6
"etapredr[3,6]",24561.9259997771,26147.706488014,26847.274130648,27550.0345342563,29245.6494406133,"etapredr[3,6]",1989,3,"ANMU","Rankine Island",6
"etapredr[3,7]",24379.5017379778,26133.3231524945,26928.3702593078,27720.822323258,29606.8445505611,"etapredr[3,7]",1990,3,"ANMU","Rankine Island",6
"etapredr[3,8]",24191.4456768341,26083.3655474992,26953.3238733293,27827.8692198435,29874.0360999693,"etapredr[3,8]",1991,3,"ANMU","Rankine Island",6
"etapredr[3,9]",24008.0420420635,26004.6215092262,26964.2202814956,27899.9991537349,30066.0937301404,"etapredr[3,9]",1992,3,"ANMU","Rankine Island",6
"etapredr[3,10]",23828.6464723025,25894.4387215134,26917.7205036502,27926.1899990944,30209.1742407179,"etapredr[3,10]",1993,3,"ANMU","Rankine Island",6
"etapredr[3,11]",23593.8742669569,25766.1984115889,26850.1648098398,27942.7626639589,30351.2182131368,"etapredr[3,11]",1994,3,"ANMU","Rankine Island",6
"etapredr[3,12]",23368.7685014848,25642.3393629611,26770.2116101544,27933.5332890922,30407.0978458789,"etapredr[3,12]",1995,3,"ANMU","Rankine Island",6
"etapredr[3,13]",23210.7845826425,25537.2004104773,26700.4250798768,27924.7036563169,30467.052709273,"etapredr[3,13]",1996,3,"ANMU","Rankine Island",6
"etapredr[3,14]",23102.0366525282,25464.1171436756,26641.2111758491,27912.06681885,30461.3163310293,"etapredr[3,14]",1997,3,"ANMU","Rankine Island",6
"etapredr[3,15]",23067.2469489062,25428.6932126968,26619.145633911,27915.7660330413,30487.3685114344,"etapredr[3,15]",1998,3,"ANMU","Rankine Island",6
"etapredr[3,16]",23163.1904647875,25443.6195457886,26623.9297568619,27929.6823290973,30480.7599403288,"etapredr[3,16]",1999,3,"ANMU","Rankine Island",6
"etapredr[3,17]",23294.4384035945,25515.1820753242,26680.2370606733,27981.6430457755,30492.4418081724,"etapredr[3,17]",2000,3,"ANMU","Rankine Island",6
"etapredr[3,18]",23487.5595305208,25631.9601595417,26790.7279271527,28076.8000323773,30556.2440348315,"etapredr[3,18]",2001,3,"ANMU","Rankine Island",6
"etapredr[3,19]",23696.1937940425,25777.723758576,26961.8524462898,28214.8557726653,30718.4010216298,"etapredr[3,19]",2002,3,"ANMU","Rankine Island",6
"etapredr[3,20]",23848.9805590629,25959.2405073939,27150.488684218,28422.6164881127,30963.8158483455,"etapredr[3,20]",2003,3,"ANMU","Rankine Island",6
"etapredr[3,21]",24053.1671596914,26166.2626345127,27383.1925676453,28674.540632359,31282.108751589,"etapredr[3,21]",2004,3,"ANMU","Rankine Island",6
"etapredr[3,22]",24268.1919885799,26403.6090292786,27642.0090477996,28947.8215066059,31573.0101416767,"etapredr[3,22]",2005,3,"ANMU","Rankine Island",6
"etapredr[3,23]",24509.1269253259,26664.5693661777,27898.8613265127,29219.3849460187,31860.2262811973,"etapredr[3,23]",2006,3,"ANMU","Rankine Island",6
"etapredr[3,24]",24768.4380071608,26916.1933179932,28159.429870438,29474.7988993113,32137.2849224656,"etapredr[3,24]",2007,3,"ANMU","Rankine Island",6
"etapredr[3,25]",25020.9210990541,27165.2459679084,28404.2482490292,29735.230892146,32408.6361655318,"etapredr[3,25]",2008,3,"ANMU","Rankine Island",6
"etapredr[3,26]",25244.0458184387,27382.4831225746,28620.9772648304,29975.652510435,32724.28921475,"etapredr[3,26]",2009,3,"ANMU","Rankine Island",6
"etapredr[3,27]",25407.2045532571,27571.6026736128,28828.4572153732,30202.3891977796,33052.8073983372,"etapredr[3,27]",2010,3,"ANMU","Rankine Island",6
"etapredr[3,28]",25529.8569782984,27722.8025004476,29001.6028149419,30412.1287541276,33371.50278031,"etapredr[3,28]",2011,3,"ANMU","Rankine Island",6
"etapredr[3,29]",25570.0810689195,27836.0639872328,29139.5474124133,30580.8274298739,33589.5973613869,"etapredr[3,29]",2012,3,"ANMU","Rankine Island",6
"etapredr[3,30]",25591.6283303072,27922.6567008563,29241.761676127,30723.6052544983,33760.2237063559,"etapredr[3,30]",2013,3,"ANMU","Rankine Island",6
"etapredr[3,31]",25597.114657011,27964.9104203071,29330.1435819378,30810.6986582277,33865.4034252396,"etapredr[3,31]",2014,3,"ANMU","Rankine Island",6
"etapredr[3,32]",25586.9499429992,27993.0954972882,29384.1125305434,30857.0830691419,34000.5903471544,"etapredr[3,32]",2015,3,"ANMU","Rankine Island",6
"etapredr[3,33]",25546.9880707886,28002.3552964546,29419.4061008609,30901.8186986208,34126.4557989324,"etapredr[3,33]",2016,3,"ANMU","Rankine Island",6
"etapredr[3,34]",25453.582559159,27979.7596378305,29429.9803970756,30966.9032458574,34235.7473881048,"etapredr[3,34]",2017,3,"ANMU","Rankine Island",6
"etapredr[3,35]",25226.0616908564,27914.2995879176,29442.5233856735,31060.3678031886,34482.7594026205,"etapredr[3,35]",2018,3,"ANMU","Rankine Island",6
"etapredr[3,36]",24863.4584590391,27790.3225259131,29451.0445453538,31198.7972011654,34804.3229035448,"etapredr[3,36]",2019,3,"ANMU","Rankine Island",6
"etapredr[1,1]1",9012.41852046568,11031.6167248594,12211.4361328699,13519.0599501744,16547.712583244,"etapredr[1,1]",1984,1,"CAAU","East Copper Island",6
"etapredr[1,2]1",9379.0919032339,11361.6399451491,12480.7266734989,13728.06749403,16553.0056476755,"etapredr[1,2]",1985,1,"CAAU","East Copper Island",6
"etapredr[1,3]1",9694.17388141528,11655.1138497265,12769.7218520975,13976.7219549768,16686.1091076002,"etapredr[1,3]",1986,1,"CAAU","East Copper Island",6
"etapredr[1,4]1",9961.21134332756,11923.8390874805,13037.6649221265,14243.1705492417,16868.002556471,"etapredr[1,4]",1987,1,"CAAU","East Copper Island",6
"etapredr[1,5]1",10152.2920391923,12135.1861203435,13292.6156093214,14497.0500635254,17126.3460174503,"etapredr[1,5]",1988,1,"CAAU","East Copper Island",6
"etapredr[1,6]1",10324.3653243419,12327.5360907118,13497.7998945274,14713.1148984134,17306.8334995203,"etapredr[1,6]",1989,1,"CAAU","East Copper Island",6
"etapredr[1,7]1",10472.0500816129,12486.1071487616,13640.5914583262,14847.1925093485,17391.0766955643,"etapredr[1,7]",1990,1,"CAAU","East Copper Island",6
"etapredr[1,8]1",10600.6583249421,12575.0304528587,13717.7278177977,14906.9514394933,17368.6171703399,"etapredr[1,8]",1991,1,"CAAU","East Copper Island",6
"etapredr[1,9]1",10697.4434755046,12580.4033575284,13719.4429328717,14875.7304618849,17244.2441302055,"etapredr[1,9]",1992,1,"CAAU","East Copper Island",6
"etapredr[1,10]1",10619.5970092947,12505.5290068462,13625.3722377553,14761.1378037078,17046.4552510768,"etapredr[1,10]",1993,1,"CAAU","East Copper Island",6
"etapredr[1,11]1",10373.4458010932,12332.8687480212,13455.578548748,14564.0269067553,16895.4410261643,"etapredr[1,11]",1994,1,"CAAU","East Copper Island",6
"etapredr[1,12]1",10097.0953737205,12060.1933346888,13192.348874674,14284.6207552058,16683.6115098447,"etapredr[1,12]",1995,1,"CAAU","East Copper Island",6
"etapredr[1,13]1",9804.97143013561,11748.0453543568,12856.3161119719,13929.8154590777,16388.7280039603,"etapredr[1,13]",1996,1,"CAAU","East Copper Island",6
"etapredr[1,14]1",9551.19932704474,11441.4893590013,12455.8044685695,13475.7115369639,15861.9023233285,"etapredr[1,14]",1997,1,"CAAU","East Copper Island",6
"etapredr[1,15]1",9384.69224675974,11148.717948676,12050.2560049327,12953.1496817872,15135.6593737038,"etapredr[1,15]",1998,1,"CAAU","East Copper Island",6
"etapredr[1,16]1",9369.09549763357,10899.2875696046,11646.5488107991,12394.3709417165,14257.9801798057,"etapredr[1,16]",1999,1,"CAAU","East Copper Island",6
"etapredr[1,17]1",9502.55600044153,10712.5142774651,11278.3706853968,11848.9494486846,13275.198134499,"etapredr[1,17]",2000,1,"CAAU","East Copper Island",6
"etapredr[1,18]1",9762.21029126852,10597.3120117314,10970.4874005835,11345.1237751313,12266.4416807019,"etapredr[1,18]",2001,1,"CAAU","East Copper Island",6
"etapredr[1,19]1",10139.6783026259,10557.4811003756,10741.7553464054,10921.3397165256,11363.570170274,"etapredr[1,19]",2002,1,"CAAU","East Copper Island",6
"etapredr[1,20]1",10600,10600,10600,10600,10600,"etapredr[1,20]",2003,1,"CAAU","East Copper Island",6
"etapredr[1,21]1",10025.3118155855,10395.9811613805,10555.0457212549,10720.9808834891,11121.523157869,"etapredr[1,21]",2004,1,"CAAU","East Copper Island",6
"etapredr[1,22]1",9648.20160219117,10316.7673761045,10609.0379833912,10918.7022286955,11668.4006503665,"etapredr[1,22]",2005,1,"CAAU","East Copper Island",6
"etapredr[1,23]1",9468.13825572967,10351.476572877,10758.0443870858,11185.8999438552,12219.4103058182,"etapredr[1,23]",2006,1,"CAAU","East Copper Island",6
"etapredr[1,24]1",9458.15889376142,10493.1780892064,10992.7504898219,11515.8798332057,12761.2221713437,"etapredr[1,24]",2007,1,"CAAU","East Copper Island",6
"etapredr[1,25]1",9567.36346548273,10711.286910688,11300.0434258264,11898.7584759529,13291.8725699998,"etapredr[1,25]",2008,1,"CAAU","East Copper Island",6
"etapredr[1,26]1",9730.76757311662,10971.6504666578,11639.7087347774,12316.7872632265,13835.2883507971,"etapredr[1,26]",2009,1,"CAAU","East Copper Island",6
"etapredr[1,27]1",9887.52975336252,11239.1916972079,11989.8554374373,12755.1390705021,14448.7165847926,"etapredr[1,27]",2010,1,"CAAU","East Copper Island",6
"etapredr[1,28]1",10016.6091282115,11492.2645330637,12325.962664665,13182.9155277399,15059.7382130883,"etapredr[1,28]",2011,1,"CAAU","East Copper Island",6
"etapredr[1,29]1",10082.9114546004,11697.9280863896,12612.4090779966,13567.4506998192,15664.3364357612,"etapredr[1,29]",2012,1,"CAAU","East Copper Island",6
"etapredr[1,30]1",10128.6707264541,11842.2322007312,12825.2877139408,13866.2965550388,16129.8149125041,"etapredr[1,30]",2013,1,"CAAU","East Copper Island",6
"etapredr[1,31]1",10109.3581403941,11922.5246346774,12959.2815493984,14070.312911859,16498.6107166386,"etapredr[1,31]",2014,1,"CAAU","East Copper Island",6
"etapredr[1,32]1",10031.765029479,11910.9571025248,13003.8813794393,14174.1433181329,16758.5081366268,"etapredr[1,32]",2015,1,"CAAU","East Copper Island",6
"etapredr[1,33]1",9898.31687960105,11829.2925026832,12970.4364440052,14192.2559373241,16895.6708798724,"etapredr[1,33]",2016,1,"CAAU","East Copper Island",6
"etapredr[1,34]1",9662.83280098495,11684.6178683687,12876.7548470722,14165.5573999985,17063.1436352597,"etapredr[1,34]",2017,1,"CAAU","East Copper Island",6
"etapredr[1,35]1",9349.78891147229,11504.738622435,12741.7423897048,14117.3351652632,17251.3021889615,"etapredr[1,35]",2018,1,"CAAU","East Copper Island",6
