"","index.lci","X25.","index","X75.","index.uci","node","year","colony","species","colonyname","nknots"
"etapredr[1,36]2",19874.2796451155,24391.4545217702,27161.2547089668,30243.9830233752,37144.726450881,"etapredr[1,36]",2019,1,"RHAU","Lucy Islands",6
"etapredr[2,1]2",87310.177701029,89156.3148581329,89875.362625012,90570.022379033,92012.0093357134,"etapredr[2,1]",1984,2,"RHAU","Pine Island",6
"etapredr[2,2]2",89500,89500,89500,89500,89500,"etapredr[2,2]",1985,2,"RHAU","Pine Island",6
"etapredr[2,3]2",87054.4621554642,88404.547402244,89066.2414202517,89768.1397907015,91588.5336980916,"etapredr[2,3]",1986,2,"RHAU","Pine Island",6
"etapredr[2,4]2",84626.8784587195,87224.917301666,88504.5124977285,89870.4590957561,93375.2304850057,"etapredr[2,4]",1987,2,"RHAU","Pine Island",6
"etapredr[2,5]2",82231.2894246366,85901.7510353218,87735.7901566405,89669.2103885694,94648.6248089719,"etapredr[2,5]",1988,2,"RHAU","Pine Island",6
"etapredr[2,6]2",79796.9071032887,84395.5329366344,86714.2834039434,89134.1471242681,95267.4669625652,"etapredr[2,6]",1989,2,"RHAU","Pine Island",6
"etapredr[2,7]2",77301.8824058805,82666.2371236432,85390.7431923343,88226.9167143745,95239.7480650062,"etapredr[2,7]",1990,2,"RHAU","Pine Island",6
"etapredr[2,8]2",74646.2546689113,80687.9942019237,83800.7822557328,86989.1884820022,94674.2323503684,"etapredr[2,8]",1991,2,"RHAU","Pine Island",6
"etapredr[2,9]2",71870.7814236655,78499.1063711326,81919.3849183782,85553.417363544,93793.9696817997,"etapredr[2,9]",1992,2,"RHAU","Pine Island",6
"etapredr[2,10]2",68787.9489642535,76165.3136231677,79928.507714992,83895.5192642324,92885.7899684972,"etapredr[2,10]",1993,2,"RHAU","Pine Island",6
"etapredr[2,11]2",65780.581942205,73753.823021119,77873.2204377801,82194.4143439773,91787.2122619899,"etapredr[2,11]",1994,2,"RHAU","Pine Island",6
"etapredr[2,12]2",62961.7800631966,71466.1207664811,75880.0639137839,80469.5662583057,90745.4274675248,"etapredr[2,12]",1995,2,"RHAU","Pine Island",6
"etapredr[2,13]2",60531.9045802483,69357.4830902718,74048.513299252,78766.8626028364,89302.2233762845,"etapredr[2,13]",1996,2,"RHAU","Pine Island",6
"etapredr[2,14]2",58634.1445415389,67600.0914378175,72385.1148732157,77234.3460461309,87680.3157976242,"etapredr[2,14]",1997,2,"RHAU","Pine Island",6
"etapredr[2,15]2",57271.0991422977,66108.7731568398,70942.4122053136,75868.3029109841,86167.3752137336,"etapredr[2,15]",1998,2,"RHAU","Pine Island",6
"etapredr[2,16]2",56558.4161573487,65047.4088320058,69757.3597629911,74625.5559632614,84759.6389830881,"etapredr[2,16]",1999,2,"RHAU","Pine Island",6
"etapredr[2,17]2",56060.7120055635,64269.0419127969,68853.7472875754,73620.6657300583,83461.2446069415,"etapredr[2,17]",2000,2,"RHAU","Pine Island",6
"etapredr[2,18]2",55925.8107209891,63690.7243870624,68181.0923628372,72848.8308692917,82296.7965373103,"etapredr[2,18]",2001,2,"RHAU","Pine Island",6
"etapredr[2,19]2",55697.3233118551,63266.8397417003,67689.5272680026,72244.3639436099,81426.7723456318,"etapredr[2,19]",2002,2,"RHAU","Pine Island",6
"etapredr[2,20]2",55487.238935927,62957.8542737377,67339.9357544004,71827.4332893131,80971.334195879,"etapredr[2,20]",2003,2,"RHAU","Pine Island",6
"etapredr[2,21]2",55253.1979215996,62696.386683267,66983.3653327331,71450.9156190391,80582.6468848547,"etapredr[2,21]",2004,2,"RHAU","Pine Island",6
"etapredr[2,22]2",54862.8236893969,62408.755681573,66657.9872670983,71121.7323815749,80311.629113605,"etapredr[2,22]",2005,2,"RHAU","Pine Island",6
"etapredr[2,23]2",54601.7660682124,62091.5440571543,66287.6290063903,70697.0671928809,79836.6806170024,"etapredr[2,23]",2006,2,"RHAU","Pine Island",6
"etapredr[2,24]2",54349.2781360596,61677.1295535154,65771.4704394925,70224.4100832959,79328.5527604645,"etapredr[2,24]",2007,2,"RHAU","Pine Island",6
"etapredr[2,25]2",54034.8368235805,61228.8587865846,65245.8875743322,69590.6640093305,78631.8045004448,"etapredr[2,25]",2008,2,"RHAU","Pine Island",6
"etapredr[2,26]2",53644.1227538112,60671.7488629886,64657.9367521755,68931.1132601807,77939.6214379998,"etapredr[2,26]",2009,2,"RHAU","Pine Island",6
"etapredr[2,27]2",53123.2621410412,60036.7416066517,64034.6481983008,68260.4342339585,77290.5073464234,"etapredr[2,27]",2010,2,"RHAU","Pine Island",6
"etapredr[2,28]2",52427.175606085,59413.6213949324,63400.995302422,67718.9311016097,76849.131047252,"etapredr[2,28]",2011,2,"RHAU","Pine Island",6
"etapredr[2,29]2",51557.1673337822,58783.159636219,62816.2697217353,67261.0886069491,76568.1732043039,"etapredr[2,29]",2012,2,"RHAU","Pine Island",6
"etapredr[2,30]2",50721.9756902879,58170.8940930088,62309.3751764827,66884.5966853781,76539.6555016052,"etapredr[2,30]",2013,2,"RHAU","Pine Island",6
"etapredr[2,31]2",49958.7644473994,57624.4270495116,61930.637589484,66653.4984342948,76577.7397490989,"etapredr[2,31]",2014,2,"RHAU","Pine Island",6
"etapredr[2,32]2",49274.4501125811,57173.0508699879,61612.9085514746,66505.3734792927,76952.9210924687,"etapredr[2,32]",2015,2,"RHAU","Pine Island",6
"etapredr[2,33]2",48577.0964019071,56807.6501778488,61397.8236638657,66485.1287459122,77278.6811967543,"etapredr[2,33]",2016,2,"RHAU","Pine Island",6
"etapredr[2,34]2",47914.7698778063,56488.3434497091,61197.5412039072,66567.9812151388,77917.1621448366,"etapredr[2,34]",2017,2,"RHAU","Pine Island",6
"etapredr[2,35]2",47145.2453954699,56128.3289032821,61084.5829887237,66675.2364675533,78685.1309665174,"etapredr[2,35]",2018,2,"RHAU","Pine Island",6
"etapredr[2,36]2",46324.1685027322,55777.624035023,61003.938259695,66917.062086789,79632.7772037498,"etapredr[2,36]",2019,2,"RHAU","Pine Island",6
"etapredr[3,1]2",13087.6888081158,13369.6384462063,13492.469728846,13607.0449580243,13861.9606948676,"etapredr[3,1]",1984,3,"RHAU","Skaang Gwai",6
"etapredr[3,2]2",13600,13600,13600,13600,13600,"etapredr[3,2]",1985,3,"RHAU","Skaang Gwai",6
"etapredr[3,3]2",13356.4937690752,13600.3254901364,13713.9198178156,13837.8776906069,14130.2520065403,"etapredr[3,3]",1986,3,"RHAU","Skaang Gwai",6
"etapredr[3,4]2",13148.7835990404,13616.7524845814,13841.3851964489,14085.9598588381,14665.4893156065,"etapredr[3,4]",1987,3,"RHAU","Skaang Gwai",6
"etapredr[3,5]2",12982.1574112007,13659.9754302148,13991.4974754171,14348.4457247977,15227.8716240916,"etapredr[3,5]",1988,3,"RHAU","Skaang Gwai",6
"etapredr[3,6]2",12860.0403049209,13730.9187569679,14166.3915300019,14639.5805507746,15810.8273642994,"etapredr[3,6]",1989,3,"RHAU","Skaang Gwai",6
"etapredr[3,7]2",12781.9311635978,13833.0105883646,14369.8760387357,14961.2851213663,16451.7680142659,"etapredr[3,7]",1990,3,"RHAU","Skaang Gwai",6
"etapredr[3,8]2",12700.3653208678,13957.8585674535,14603.8890607075,15318.8917475134,17144.7913021737,"etapredr[3,8]",1991,3,"RHAU","Skaang Gwai",6
"etapredr[3,9]2",12642.7355944458,14102.55587328,14867.9812691809,15720.013516625,17918.8373807598,"etapredr[3,9]",1992,3,"RHAU","Skaang Gwai",6
"etapredr[3,10]2",12588.7678773592,14258.9815374025,15149.4082392327,16156.3774758038,18805.5408764226,"etapredr[3,10]",1993,3,"RHAU","Skaang Gwai",6
"etapredr[3,11]2",12537.6919710428,14424.2162753295,15445.8093816495,16592.7848249914,19689.3023902414,"etapredr[3,11]",1994,3,"RHAU","Skaang Gwai",6
"etapredr[3,12]2",12512.0527009059,14600.2325504119,15745.7299680114,17034.3889829841,20597.3507860525,"etapredr[3,12]",1995,3,"RHAU","Skaang Gwai",6
"etapredr[3,13]2",12520.7101768907,14783.1986916056,16041.6713754187,17476.3857235574,21429.6334386356,"etapredr[3,13]",1996,3,"RHAU","Skaang Gwai",6
"etapredr[3,14]2",12585.4361167161,14973.8029795319,16323.7994364511,17868.9790466156,22082.671806119,"etapredr[3,14]",1997,3,"RHAU","Skaang Gwai",6
"etapredr[3,15]2",12672.8924793875,15172.210135697,16586.4548439698,18220.696736255,22557.3912478001,"etapredr[3,15]",1998,3,"RHAU","Skaang Gwai",6
"etapredr[3,16]2",12827.5446621583,15374.0766775372,16824.2831173627,18516.1669164693,22917.6707043889,"etapredr[3,16]",1999,3,"RHAU","Skaang Gwai",6
"etapredr[3,17]2",13012.7596567817,15580.5496632134,17056.0734890935,18784.9803061008,23088.031849015,"etapredr[3,17]",2000,3,"RHAU","Skaang Gwai",6
"etapredr[3,18]2",13266.8042829709,15798.7912984853,17271.833547377,19003.1474332425,23219.654110582,"etapredr[3,18]",2001,3,"RHAU","Skaang Gwai",6
"etapredr[3,19]2",13518.5332806507,16014.7118972503,17507.3458704995,19227.8318992831,23358.4969494433,"etapredr[3,19]",2002,3,"RHAU","Skaang Gwai",6
"etapredr[3,20]2",13734.949459514,16252.2218848671,17733.418830184,19473.1414966356,23486.7716075726,"etapredr[3,20]",2003,3,"RHAU","Skaang Gwai",6
"etapredr[3,21]2",13968.6188655204,16498.3403184606,17978.3125273963,19723.1468360681,23684.45099041,"etapredr[3,21]",2004,3,"RHAU","Skaang Gwai",6
"etapredr[3,22]2",14226.2994844178,16769.4697191616,18263.1497245738,20010.3908491712,23962.3597733826,"etapredr[3,22]",2005,3,"RHAU","Skaang Gwai",6
"etapredr[3,23]2",14481.5160195299,17072.0614903725,18599.5319047831,20351.717284865,24336.7708181705,"etapredr[3,23]",2006,3,"RHAU","Skaang Gwai",6
"etapredr[3,24]2",14742.8092393686,17380.7287173608,18958.0324433523,20721.6426605171,24751.7605702194,"etapredr[3,24]",2007,3,"RHAU","Skaang Gwai",6
"etapredr[3,25]2",15013.6049560179,17736.1875182396,19336.3554864754,21130.0742709675,25166.1989060142,"etapredr[3,25]",2008,3,"RHAU","Skaang Gwai",6
"etapredr[3,26]2",15257.1497374839,18084.3668257623,19737.5868169383,21570.8209554099,25701.1509987944,"etapredr[3,26]",2009,3,"RHAU","Skaang Gwai",6
"etapredr[3,27]2",15518.9119204397,18415.8757825404,20136.8081110617,22024.4616517601,26254.5511771014,"etapredr[3,27]",2010,3,"RHAU","Skaang Gwai",6
"etapredr[3,28]2",15734.073529516,18731.9080419809,20506.6260629668,22463.6530483579,26852.1227766914,"etapredr[3,28]",2011,3,"RHAU","Skaang Gwai",6
"etapredr[3,29]2",15880.4315157423,19014.3258794083,20851.7741476567,22884.4784738371,27511.7346671205,"etapredr[3,29]",2012,3,"RHAU","Skaang Gwai",6
"etapredr[3,30]2",15994.1466101297,19241.311279801,21138.4321748418,23262.971597289,28082.4398876809,"etapredr[3,30]",2013,3,"RHAU","Skaang Gwai",6
"etapredr[3,31]2",16058.8522529156,19417.5591522106,21391.0131600914,23583.0931030374,28612.4311337836,"etapredr[3,31]",2014,3,"RHAU","Skaang Gwai",6
"etapredr[3,32]2",16053.8767679118,19533.0879776769,21570.8114478479,23845.5392487118,29061.6425296503,"etapredr[3,32]",2015,3,"RHAU","Skaang Gwai",6
"etapredr[3,33]2",16054.9931743578,19619.9852173101,21717.098078546,24054.483365023,29460.6475314218,"etapredr[3,33]",2016,3,"RHAU","Skaang Gwai",6
"etapredr[3,34]2",15998.5802767473,19644.2189139674,21805.314977796,24233.8504516427,29880.9494085812,"etapredr[3,34]",2017,3,"RHAU","Skaang Gwai",6
"etapredr[3,35]2",15910.4217978252,19641.8397493799,21885.5958318697,24416.2539464142,30379.4796754877,"etapredr[3,35]",2018,3,"RHAU","Skaang Gwai",6
"etapredr[3,36]2",15751.951887035,19619.1006766392,21964.3778879703,24587.7417908996,30858.932108427,"etapredr[3,36]",2019,3,"RHAU","Skaang Gwai",6
"etapredr[4,1]1",38228.1904066079,41073.3393400948,42578.7754464963,44241.5900853568,48397.923414964,"etapredr[4,1]",1984,4,"RHAU","Triangle Island",6
"etapredr[4,2]1",38979.9437706899,41213.4158669553,42387.2319583116,43686.3903659205,46814.4706801736,"etapredr[4,2]",1985,4,"RHAU","Triangle Island",6
"etapredr[4,3]1",39706.3966696085,41349.1847047478,42205.8196998814,43143.993615677,45369.7060383641,"etapredr[4,3]",1986,4,"RHAU","Triangle Island",6
"etapredr[4,4]1",40402.44351853,41470.6815265774,42024.0324922001,42633.7122833543,44013.2165274717,"etapredr[4,4]",1987,4,"RHAU","Triangle Island",6
"etapredr[4,5]1",41066.0431697719,41585.5261804487,41857.9119653287,42152.1817462849,42805.38332092,"etapredr[4,5]",1988,4,"RHAU","Triangle Island",6
"etapredr[4,6]1",41700,41700,41700,41700,41700,"etapredr[4,6]",1989,4,"RHAU","Triangle Island",6
"etapredr[4,7]1",40632.0117247255,41267.4155924808,41558.5407774761,41838.6909292549,42361.9497046339,"etapredr[4,7]",1990,4,"RHAU","Triangle Island",6
"etapredr[4,8]1",39579.4470104253,40847.0691374778,41446.539013617,42018.0844013842,43110.578220164,"etapredr[4,8]",1991,4,"RHAU","Triangle Island",6
"etapredr[4,9]1",38525.3073093005,40448.9840880626,41366.7724015997,42248.1771082614,43967.6399323113,"etapredr[4,9]",1992,4,"RHAU","Triangle Island",6
"etapredr[4,10]1",37468.5185664704,40072.1314823683,41330.8471283319,42537.9946324317,44900.7187403601,"etapredr[4,10]",1993,4,"RHAU","Triangle Island",6
"etapredr[4,11]1",36499.83194743,39750.6230717663,41337.0193337572,42864.879533255,45924.8351603449,"etapredr[4,11]",1994,4,"RHAU","Triangle Island",6
"etapredr[4,12]1",35713.2725101408,39510.5500969991,41400.4270115574,43197.1699486268,46908.7391630267,"etapredr[4,12]",1995,4,"RHAU","Triangle Island",6
"etapredr[4,13]1",35146.4203405743,39385.7539358357,41495.3642401806,43543.5706526351,47826.6803564148,"etapredr[4,13]",1996,4,"RHAU","Triangle Island",6
"etapredr[4,14]1",34786.3774914174,39368.5342639144,41658.3571765167,43912.5478151854,48639.3949692833,"etapredr[4,14]",1997,4,"RHAU","Triangle Island",6
"etapredr[4,15]1",34766.6700512433,39467.1044001713,41892.6105384494,44271.7509230748,49277.6690633905,"etapredr[4,15]",1998,4,"RHAU","Triangle Island",6
"etapredr[4,16]1",34996.7406945695,39713.1484074929,42168.3352925324,44628.6259716624,49740.6883130846,"etapredr[4,16]",1999,4,"RHAU","Triangle Island",6
"etapredr[4,17]1",35396.2787405994,40108.6963220335,42555.3991239587,45060.2086694895,50278.560542797,"etapredr[4,17]",2000,4,"RHAU","Triangle Island",6
"etapredr[4,18]1",36015.0408300316,40585.267766529,43020.9281230852,45553.9659209412,50831.3889552327,"etapredr[4,18]",2001,4,"RHAU","Triangle Island",6
"etapredr[4,19]1",36563.6868947567,41155.0765405584,43588.6494501121,46123.2414868911,51554.3481927928,"etapredr[4,19]",2002,4,"RHAU","Triangle Island",6
"etapredr[4,20]1",37249.8122554509,41795.054588413,44254.0412876335,46832.904754725,52366.1786898949,"etapredr[4,20]",2003,4,"RHAU","Triangle Island",6
"etapredr[4,21]1",37945.5007079144,42513.7489881436,44999.9501019346,47645.1818290811,53417.0188788693,"etapredr[4,21]",2004,4,"RHAU","Triangle Island",6
"etapredr[4,22]1",38644.4743495707,43263.0055656751,45821.7478860287,48529.0811991807,54469.4090461307,"etapredr[4,22]",2005,4,"RHAU","Triangle Island",6
"etapredr[4,23]1",39439.3923925028,44090.7057061998,46704.0487406726,49491.4738144679,55615.6729571715,"etapredr[4,23]",2006,4,"RHAU","Triangle Island",6
"etapredr[4,24]1",40278.3026158671,44938.2364594361,47591.5960358316,50485.6287701393,56744.6001046122,"etapredr[4,24]",2007,4,"RHAU","Triangle Island",6
"etapredr[4,25]1",41052.8911337468,45778.6470483468,48503.5758105174,51466.9230582389,57897.0703629489,"etapredr[4,25]",2008,4,"RHAU","Triangle Island",6
"etapredr[4,26]1",41802.4126493705,46581.7499082474,49392.9675101517,52434.883329565,59000.7901115838,"etapredr[4,26]",2009,4,"RHAU","Triangle Island",6
"etapredr[4,27]1",42450.2491875895,47322.3260583144,50224.5156408414,53395.2046780257,60197.3460476823,"etapredr[4,27]",2010,4,"RHAU","Triangle Island",6
"etapredr[4,28]1",42949.560724059,47958.6905601383,50995.4784928347,54275.4564728642,61274.8069358901,"etapredr[4,28]",2011,4,"RHAU","Triangle Island",6
"etapredr[4,29]1",43277.7341658449,48483.0017379115,51631.4666497309,55087.1833252795,62459.5387290725,"etapredr[4,29]",2012,4,"RHAU","Triangle Island",6
"etapredr[4,30]1",43549.6945761479,48920.7779212101,52186.087191763,55765.9531666603,63360.5621152136,"etapredr[4,30]",2013,4,"RHAU","Triangle Island",6
"etapredr[4,31]1",43730.015449023,49283.2781156803,52596.8962606091,56292.8224527496,64121.6319405481,"etapredr[4,31]",2014,4,"RHAU","Triangle Island",6
"etapredr[4,32]1",43851.4996435267,49586.6501894175,52895.4821297483,56659.1451137085,64586.00132128,"etapredr[4,32]",2015,4,"RHAU","Triangle Island",6
"etapredr[4,33]1",43931.7888876374,49771.327369044,53149.7025580488,56932.3924887575,64884.9071883098,"etapredr[4,33]",2016,4,"RHAU","Triangle Island",6
"etapredr[4,34]1",43939.3876820595,49892.0595886394,53312.8485371648,57150.2902911756,65087.8104378637,"etapredr[4,34]",2017,4,"RHAU","Triangle Island",6
"etapredr[4,35]1",43821.4462484203,49911.0481861801,53460.2853390066,57388.2438076713,65599.7912602329,"etapredr[4,35]",2018,4,"RHAU","Triangle Island",6
"etapredr[4,36]1",43564.3588515112,49889.1885317836,53596.355404908,57645.1034862881,66090.1489956563,"etapredr[4,36]",2019,4,"RHAU","Triangle Island",6
"etapredr[1,1]3",23807.5405623106,26691.7253682979,27944.3377053537,29434.1062701377,33725.492727838,"etapredr[1,1]",1984,1,"TUPU","Triangle Island",6
"etapredr[1,2]3",24462.9183081722,26675.8660272848,27652.3702117693,28782.7872614909,31954.024852357,"etapredr[1,2]",1985,1,"TUPU","Triangle Island",6
"etapredr[1,3]3",25105.5374724286,26651.0874239884,27354.8720658379,28155.3071345916,30306.3927817457,"etapredr[1,3]",1986,1,"TUPU","Triangle Island",6
"etapredr[1,4]3",25650.9658655348,26603.9168173056,27045.2730295483,27552.9010245149,28847.5369591661,"etapredr[1,4]",1987,1,"TUPU","Triangle Island",6
"etapredr[1,5]3",26067.7973393883,26521.1288033294,26731.565722667,26967.8880118755,27573.0778672708,"etapredr[1,5]",1988,1,"TUPU","Triangle Island",6
"etapredr[1,6]3",26400,26400,26400,26400,26400,"etapredr[1,6]",1989,1,"TUPU","Triangle Island",6
"etapredr[1,7]3",25300.0477675998,25831.2968445481,26050.9193974303,26252.6628015796,26674.7578756108,"etapredr[1,7]",1990,1,"TUPU","Triangle Island",6
"etapredr[1,8]3",24207.6707251586,25251.5244655738,25690.3080460915,26091.7585521375,26943.9982880683,"etapredr[1,8]",1991,1,"TUPU","Triangle Island",6
"etapredr[1,9]3",23096.5234085336,24649.8098443195,25322.6943181173,25930.0860259473,27246.113017839,"etapredr[1,9]",1992,1,"TUPU","Triangle Island",6
"etapredr[1,10]3",21957.4700717329,24042.3593425224,24945.2170339066,25769.7511746806,27607.8622611386,"etapredr[1,10]",1993,1,"TUPU","Triangle Island",6
"etapredr[1,11]3",20861.6142640645,23444.2774764043,24577.2324202372,25609.3966422506,27953.945801541,"etapredr[1,11]",1994,1,"TUPU","Triangle Island",6
"etapredr[1,12]3",19854.4286133031,22880.2829420446,24218.3540137653,25429.6005657994,28232.77104113,"etapredr[1,12]",1995,1,"TUPU","Triangle Island",6
"etapredr[1,13]3",19019.5055670106,22362.1467509236,23865.4147876365,25235.3387879474,28412.6313022169,"etapredr[1,13]",1996,1,"TUPU","Triangle Island",6
"etapredr[1,14]3",18389.9297533564,21913.8948800466,23548.0629843526,25022.431090303,28447.1142498857,"etapredr[1,14]",1997,1,"TUPU","Triangle Island",6
"etapredr[1,15]3",17881.1620120469,21529.6266651424,23250.9768732759,24778.1742388846,28331.9407356424,"etapredr[1,15]",1998,1,"TUPU","Triangle Island",6
"etapredr[1,16]3",17595.8594129164,21226.1294915197,22980.9698074974,24553.8245706724,28165.645886339,"etapredr[1,16]",1999,1,"TUPU","Triangle Island",6
"etapredr[1,17]3",17432.5842781891,21008.3604656055,22742.3565939879,24345.5619668057,27876.2463753765,"etapredr[1,17]",2000,1,"TUPU","Triangle Island",6
"etapredr[1,18]3",17325.1019817149,20859.4329457945,22548.3868928683,24184.2660359536,27658.51043971,"etapredr[1,18]",2001,1,"TUPU","Triangle Island",6
"etapredr[1,19]3",17276.0194116639,20739.6195210849,22410.3192846168,24051.9513482773,27576.7494476812,"etapredr[1,19]",2002,1,"TUPU","Triangle Island",6
"etapredr[1,20]3",17236.2101789361,20673.3799647458,22325.6604252916,23976.8478294479,27595.6788399322,"etapredr[1,20]",2003,1,"TUPU","Triangle Island",6
"etapredr[1,21]3",17213.5381017526,20662.8990803823,22290.1314333337,23955.5585508136,27632.944615208,"etapredr[1,21]",2004,1,"TUPU","Triangle Island",6
"etapredr[1,22]3",17326.390416377,20674.8064714325,22290.680757458,23971.8985032817,27735.4973268191,"etapredr[1,22]",2005,1,"TUPU","Triangle Island",6
"etapredr[1,23]3",17491.3992320853,20711.1046765978,22321.1751543117,24046.7399326091,27871.5534128398,"etapredr[1,23]",2006,1,"TUPU","Triangle Island",6
"etapredr[1,24]3",17694.9799667445,20789.0506983784,22383.9000031697,24125.6664561444,28031.6655883118,"etapredr[1,24]",2007,1,"TUPU","Triangle Island",6
"etapredr[1,25]3",17901.5318409516,20875.1399102522,22473.9127176535,24214.98892313,28300.5577935169,"etapredr[1,25]",2008,1,"TUPU","Triangle Island",6
"etapredr[1,26]3",17990.8745684412,20947.4064546563,22558.176584993,24372.1409143467,28552.5160978205,"etapredr[1,26]",2009,1,"TUPU","Triangle Island",6
"etapredr[1,27]3",18028.8666801205,20991.8128237187,22645.6506894813,24532.5714780743,28973.3317361922,"etapredr[1,27]",2010,1,"TUPU","Triangle Island",6
"etapredr[1,28]3",18006.3032832432,21032.5761771266,22727.7378518838,24708.0210343979,29482.3214484109,"etapredr[1,28]",2011,1,"TUPU","Triangle Island",6
"etapredr[1,29]3",17896.076158941,21033.2542270035,22796.7497460198,24861.6246146188,29959.5884742606,"etapredr[1,29]",2012,1,"TUPU","Triangle Island",6
"etapredr[1,30]3",17760.2202576562,21025.3114829191,22839.6592048211,25018.4348109248,30420.714790226,"etapredr[1,30]",2013,1,"TUPU","Triangle Island",6
"etapredr[1,31]3",17679.1282609335,20995.5964073199,22884.3846539305,25139.6657428848,30762.6569552629,"etapredr[1,31]",2014,1,"TUPU","Triangle Island",6
"etapredr[1,32]3",17561.2673073524,20959.8528272718,22915.2788860216,25224.225854627,31004.8630893754,"etapredr[1,32]",2015,1,"TUPU","Triangle Island",6
"etapredr[1,33]3",17440.2582954821,20916.745117279,22913.3218489037,25272.65197733,31177.345504616,"etapredr[1,33]",2016,1,"TUPU","Triangle Island",6
"etapredr[1,34]3",17318.5169491037,20869.5751920457,22900.6766733285,25304.7006547354,31271.00715208,"etapredr[1,34]",2017,1,"TUPU","Triangle Island",6
"etapredr[1,35]3",17111.2914307205,20791.7335158831,22888.8129506154,25369.5626211851,31562.6269847496,"etapredr[1,35]",2018,1,"TUPU","Triangle Island",6
"etapredr[1,36]3",16920.3938215458,20665.3752630681,22860.4853959331,25451.0013105206,31898.1737038697,"etapredr[1,36]",2019,1,"TUPU","Triangle Island",6
